67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,19,19,19,67,19,19,19,19,67,19,19,19,19,19,19,19,19,19,19,19,19,19,67
67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,67,19,19,67,19,19,67,19,67,19,19,19,19,19,19,19,19,19,19,19,19,19,67
67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,67,19,19,67,19,19,67,19,67,19,19,19,19,19,19,19,19,19,19,19,19,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,67,19,67,19,67,19,19,67,19,19,67,19,67,19,67,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,67,19,67,19,67,19,19,19,19,19,67,19,67,19,67,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,19,19,67,19,67,19,19,19,19,19,67,19,67,19,19,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,19,19,19,19,67,19,19,19,19,19,67,19,19,19,19,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,19,19,19,19,19,67,19,19,67,19,19,67,19,19,19,19,19,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,19,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,19,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,19,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,19,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,19,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,19,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,19,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,19,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,19,19,19,19,19,19,19,67,19,19,19,19,19,19,19,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,67,19,19,19,67,19,19,67,19,19,67,19,19,19,67,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,67,19,67,67,19,67,19,67,19,67,67,19,67,19,67,19,19,67,19,19,67,19,67,19,67,67,19,67,19,67,19,67,67,19,67,19,67
67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,67,19,19,67,19,19,67,19,67,19,19,19,19,19,19,19,19,19,19,19,19,19,67
67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,67,19,19,67,19,19,67,19,67,19,19,19,19,19,19,19,19,19,19,19,19,19,67
67,19,19,19,19,19,19,19,19,19,19,19,19,19,19,67,19,67,19,19,67,19,19,67,19,67,19,19,19,19,19,19,19,19,19,19,19,19,19,67
67,67,67,67,67,67,67,67,67,67,19,67,67,67,67,67,67,67,67,67,67,19,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,19,67
